Año;Mes;Lote;Residuo;Distrito;Nombre Distrito;Toneladas
2021;junio;1;ORGANICA;1;Centro;772,74
2021;junio;1;ORGANICA;6;Tetuán;827,54
2021;junio;1;ORGANICA;7;Chamberí;875,26
2021;junio;1;ORGANICA;8;Fuencarral - El Pardo;1563,52
2021;junio;1;ORGANICA;9;Moncloa - Aravaca;1029,46
2021;junio;1;ORGANICA;10;Latina;1395,74
2021;junio;1;PAPEL-CARTON;1;Centro;394,34
2021;junio;1;PAPEL-CARTON;6;Tetuán;385,54
2021;junio;1;PAPEL-CARTON;7;Chamberí;308,4
2021;junio;1;PAPEL-CARTON;8;Fuencarral - El Pardo;661,59
2021;junio;1;PAPEL-CARTON;9;Moncloa - Aravaca;292,74
2021;junio;1;PAPEL-CARTON;10;Latina;340,21
2021;junio;1;CARTON COMERCIAL;1;Centro;106,04
2021;junio;1;CARTON COMERCIAL;6;Tetuán;55,72
2021;junio;1;CARTON COMERCIAL;7;Chamberí;67,52
2021;junio;1;CARTON COMERCIAL;8;Fuencarral - El Pardo;1,56
2021;junio;1;CARTON COMERCIAL;10;Latina;2,8
2021;junio;1;RCD;1;Centro;181,065
2021;junio;1;RCD;6;Tetuán;79,97
2021;junio;1;RCD;7;Chamberí;76,505
2021;junio;1;RCD;8;Fuencarral - El Pardo;155,895
2021;junio;1;RCD;9;Moncloa - Aravaca;176,62
2021;junio;1;RCD;10;Latina;108,155
2021;junio;1;PUNTOS LIMPIOS;8;Fuencarral - El Pardo;144,68
2021;junio;1;PUNTOS LIMPIOS;9;Moncloa - Aravaca;155,38
2021;junio;1;PUNTOS LIMPIOS;10;Latina;134,94
2021;junio;1;CAMA DE CABALLO;9;Moncloa - Aravaca;57,23
2021;junio;2;RESTO;3;Retiro;1546,74
2021;junio;2;RESTO;4;Salamanca;2478,4
2021;junio;2;RESTO;5;Chamartín;2258,54
2021;junio;2;RESTO;14;Moratalaz;1290,14
2021;junio;2;RESTO;15;Ciudad Lineal;3268,28
2021;junio;2;RESTO;16;Hortaleza;3134,88
2021;junio;2;RESTO;19;Vicálvaro;2009,2
2021;junio;2;RESTO;20;San Blas - Canillejas;2553,1
2021;junio;2;RESTO;21;Barajas;854,1
2021;junio;2;ENVASES;3;Retiro;269,8
2021;junio;2;ENVASES;4;Salamanca;350,24
2021;junio;2;ENVASES;5;Chamartín;362,62
2021;junio;2;ENVASES;14;Moratalaz;264,5
2021;junio;2;ENVASES;15;Ciudad Lineal;596,02
2021;junio;2;ENVASES;16;Hortaleza;601,34
2021;junio;2;ENVASES;19;Vicálvaro;230,24
2021;junio;2;ENVASES;20;San Blas - Canillejas;474,86
2021;junio;2;ENVASES;21;Barajas;181,24
2021;junio;2;VIDRIO;3;Retiro;309,3
2021;junio;2;VIDRIO;4;Salamanca;210,44
2021;junio;2;VIDRIO;5;Chamartín;346,08
2021;junio;2;VIDRIO;14;Moratalaz;247,4
2021;junio;2;VIDRIO;15;Ciudad Lineal;168,34
2021;junio;2;VIDRIO;16;Hortaleza;151,56
2021;junio;2;VIDRIO;19;Vicálvaro;173,62
2021;junio;2;VIDRIO;20;San Blas - Canillejas;146,66
2021;junio;2;VIDRIO;21;Barajas;92,32
2021;junio;2;VIDRIO COMERCIAL;4;Salamanca;48,02
2021;junio;2;CLINICOS;3;Retiro;185,7
2021;junio;2;CLINICOS;4;Salamanca;130,6
2021;junio;2;CLINICOS;15;Ciudad Lineal;122,66
2021;junio;2;ORGANICA;3;Retiro;691,6
2021;junio;2;ORGANICA;4;Salamanca;880,34
2021;junio;2;ORGANICA;5;Chamartín;944,38
2021;junio;2;ORGANICA;14;Moratalaz;478,56
2021;junio;2;ORGANICA;15;Ciudad Lineal;1192,6
2021;junio;2;ORGANICA;16;Hortaleza;935,6
2021;junio;2;ORGANICA;19;Vicálvaro;118,46
2021;junio;2;ORGANICA;20;San Blas - Canillejas;851,26
2021;junio;2;ORGANICA;21;Barajas;414,48
2021;junio;2;PAPEL-CARTON;3;Retiro;239,08
2021;junio;2;PAPEL-CARTON;4;Salamanca;427,63
2021;junio;2;PAPEL-CARTON;5;Chamartín;289,15
2021;junio;2;PAPEL-CARTON;14;Moratalaz;137,95
2021;junio;2;PAPEL-CARTON;15;Ciudad Lineal;405,67
2021;junio;2;PAPEL-CARTON;16;Hortaleza;261,25
2021;junio;2;PAPEL-CARTON;19;Vicálvaro;57,21
2021;junio;2;PAPEL-CARTON;20;San Blas - Canillejas;307,08
2021;junio;2;PAPEL-CARTON;21;Barajas;56,05
2021;junio;2;CARTON COMERCIAL;3;Retiro;50,81
2021;junio;2;CARTON COMERCIAL;4;Salamanca;115,33
2021;junio;2;CARTON COMERCIAL;5;Chamartín;33,67
2021;junio;2;CARTON COMERCIAL;14;Moratalaz;6,59
2021;junio;2;CARTON COMERCIAL;15;Ciudad Lineal;52,82
2021;junio;2;CARTON COMERCIAL;16;Hortaleza;38,6
2021;junio;2;CARTON COMERCIAL;19;Vicálvaro;11,18
2021;junio;2;CARTON COMERCIAL;20;San Blas - Canillejas;46,9
2021;junio;2;CARTON COMERCIAL;21;Barajas;4,46
2021;junio;2;RCD;3;Retiro;53,98
2021;junio;2;RCD;4;Salamanca;163,61
2021;junio;2;RCD;5;Chamartín;81,97
2021;junio;2;RCD;14;Moratalaz;30,93
2021;junio;2;RCD;15;Ciudad Lineal;61,4
2021;junio;2;RCD;16;Hortaleza;126,75
2021;junio;2;RCD;19;Vicálvaro;71,35
2021;junio;2;RCD;20;San Blas - Canillejas;25,71
2021;junio;2;RCD;21;Barajas;18,39
2021;junio;2;PUNTOS LIMPIOS;3;Retiro;0,64
2021;junio;2;PUNTOS LIMPIOS;5;Chamartín;113,28
2021;junio;2;PUNTOS LIMPIOS;14;Moratalaz;70,86
2021;junio;2;PUNTOS LIMPIOS;15;Ciudad Lineal;77,3
2021;junio;2;PUNTOS LIMPIOS;16;Hortaleza;83,38
2021;junio;2;PUNTOS LIMPIOS;19;Vicálvaro;27,5
2021;junio;2;PUNTOS LIMPIOS;20;San Blas - Canillejas;77
2021;junio;2;PUNTOS LIMPIOS;21;Barajas;36,44
2021;junio;3;RESTO;2;Arganzuela;1925,78
2021;junio;3;RESTO;11;Carabanchel;4533,14
2021;junio;3;RESTO;12;Usera;2209,68
2021;junio;3;RESTO;13;Puente de Vallecas;4200,06
2021;junio;3;RESTO;17;Villaverde;2659,12
2021;junio;3;RESTO;18;Villa de Vallecas;3861,46
2021;junio;3;ENVASES;2;Arganzuela;344,16
2021;junio;3;ENVASES;11;Carabanchel;768,76
2021;junio;3;ENVASES;12;Usera;406,64
2021;junio;3;ENVASES;13;Puente de Vallecas;826,84
2021;junio;3;ENVASES;17;Villaverde;520,46
2021;junio;3;ENVASES;18;Villa de Vallecas;325,24
2021;junio;3;VIDRIO;2;Arganzuela;275,24
2021;junio;3;VIDRIO;11;Carabanchel;289,64
2021;junio;3;VIDRIO;12;Usera;97,1
2021;junio;3;VIDRIO;13;Puente de Vallecas;220,16
2021;junio;3;VIDRIO;17;Villaverde;130,54
2021;junio;3;VIDRIO;18;Villa de Vallecas;99,2
2021;junio;3;VIDRIO COMERCIAL;13;Puente de Vallecas;2,36
2021;junio;3;CLINICOS;12;Usera;164,76
2021;junio;3;CLINICOS;13;Puente de Vallecas;38,54
2021;junio;3;ORGANICA;2;Arganzuela;681,5
2021;junio;3;ORGANICA;11;Carabanchel;1240,8
2021;junio;3;ORGANICA;12;Usera;555,72
2021;junio;3;ORGANICA;13;Puente de Vallecas;979,88
2021;junio;3;ORGANICA;17;Villaverde;734,8
2021;junio;3;ORGANICA;18;Villa de Vallecas;1596,2
2021;junio;3;PAPEL-CARTON;2;Arganzuela;385,8
2021;junio;3;PAPEL-CARTON;11;Carabanchel;308,46
2021;junio;3;PAPEL-CARTON;12;Usera;138,95
2021;junio;3;PAPEL-CARTON;13;Puente de Vallecas;260,92
2021;junio;3;PAPEL-CARTON;17;Villaverde;152,04
2021;junio;3;PAPEL-CARTON;18;Villa de Vallecas;147,46
2021;junio;3;CARTON COMERCIAL;2;Arganzuela;26,18
2021;junio;3;CARTON COMERCIAL;11;Carabanchel;29,64
2021;junio;3;CARTON COMERCIAL;12;Usera;16,3
2021;junio;3;CARTON COMERCIAL;13;Puente de Vallecas;16,48
2021;junio;3;CARTON COMERCIAL;17;Villaverde;13,58
2021;junio;3;RCD;2;Arganzuela;43,81
2021;junio;3;RCD;11;Carabanchel;71,36
2021;junio;3;RCD;12;Usera;56,48
2021;junio;3;RCD;13;Puente de Vallecas;50,87
2021;junio;3;RCD;17;Villaverde;36,74
2021;junio;3;RCD;18;Villa de Vallecas;365,19
2021;junio;3;PUNTOS LIMPIOS;2;Arganzuela;88,02
2021;junio;3;PUNTOS LIMPIOS;11;Carabanchel;47,42
2021;junio;3;PUNTOS LIMPIOS;12;Usera;31,28
2021;junio;3;PUNTOS LIMPIOS;13;Puente de Vallecas;46,2
2021;junio;3;PUNTOS LIMPIOS;17;Villaverde;49,2
2021;junio;3;PUNTOS LIMPIOS;18;Villa de Vallecas;74,44
2021;junio;3;ANIMALES MUERTOS;99;Sin Distrito;10,92
2021;junio;3;PILAS;99;Sin Distrito;5,94
2021;julio;1;RESTO;1;Centro;3608,64
2021;julio;1;RESTO;6;Tetuán;2472,5
2021;julio;1;RESTO;7;Chamberí;2039,12
2021;julio;1;RESTO;8;Fuencarral - El Pardo;3298,54
2021;julio;1;RESTO;9;Moncloa - Aravaca;2486,84
2021;julio;1;RESTO;10;Latina;3283,64
2021;julio;1;ENVASES;1;Centro;222,26
2021;julio;1;ENVASES;6;Tetuán;324,2
2021;julio;1;ENVASES;7;Chamberí;303,26
2021;julio;1;ENVASES;8;Fuencarral - El Pardo;613,16
2021;julio;1;ENVASES;9;Moncloa - Aravaca;290,5
2021;julio;1;ENVASES;10;Latina;588,82
2021;julio;1;VIDRIO;1;Centro;539,74
2021;julio;1;VIDRIO;6;Tetuán;196,36
2021;julio;1;VIDRIO;7;Chamberí;207,54
2021;julio;1;VIDRIO;8;Fuencarral - El Pardo;394,58
2021;julio;1;VIDRIO;9;Moncloa - Aravaca;169,82
2021;julio;1;VIDRIO;10;Latina;185,92
2021;julio;1;VIDRIO COMERCIAL;1;Centro;40,78
2021;julio;1;CLINICOS;1;Centro;158,14
2021;julio;1;CLINICOS;6;Tetuán;12,02
2021;julio;1;CLINICOS;8;Fuencarral - El Pardo;290,08
2021;julio;1;CLINICOS;9;Moncloa - Aravaca;231,86
2021;julio;1;CLINICOS;10;Latina;19,72
2021;julio;1;ORGANICA;1;Centro;750,28
2021;julio;1;ORGANICA;6;Tetuán;733,34
2021;julio;1;ORGANICA;7;Chamberí;764,1
2021;julio;1;ORGANICA;8;Fuencarral - El Pardo;1352,5
2021;julio;1;ORGANICA;9;Moncloa - Aravaca;833,12
2021;julio;1;ORGANICA;10;Latina;1239,18
2021;julio;1;PAPEL-CARTON;1;Centro;388,71
2021;julio;1;PAPEL-CARTON;6;Tetuán;363,3
2021;julio;1;PAPEL-CARTON;7;Chamberí;246,19
2021;julio;1;PAPEL-CARTON;8;Fuencarral - El Pardo;653,97
2021;julio;1;PAPEL-CARTON;9;Moncloa - Aravaca;225,46
2021;julio;1;PAPEL-CARTON;10;Latina;307,75
2021;julio;1;CARTON COMERCIAL;1;Centro;106
2021;julio;1;CARTON COMERCIAL;6;Tetuán;46,8
2021;julio;1;CARTON COMERCIAL;7;Chamberí;57,96
2021;julio;1;RCD;1;Centro;135,715
2021;julio;1;RCD;6;Tetuán;71,375
2021;julio;1;RCD;7;Chamberí;69,24
2021;julio;1;RCD;8;Fuencarral - El Pardo;152,845
2021;julio;1;RCD;9;Moncloa - Aravaca;112,615
2021;julio;1;RCD;10;Latina;104,345
2021;julio;1;PUNTOS LIMPIOS;8;Fuencarral - El Pardo;143,1
2021;julio;1;PUNTOS LIMPIOS;9;Moncloa - Aravaca;184,44
2021;julio;1;PUNTOS LIMPIOS;10;Latina;187,76
2021;julio;1;CAMA DE CABALLO;9;Moncloa - Aravaca;52,99
2021;julio;2;RESTO;3;Retiro;1378,8
2021;julio;2;RESTO;4;Salamanca;2219,4
2021;julio;2;RESTO;5;Chamartín;1954,98
2021;julio;2;RESTO;14;Moratalaz;1168,8
2021;julio;2;RESTO;15;Ciudad Lineal;2998,6
2021;julio;2;RESTO;16;Hortaleza;2767,78
2021;julio;2;RESTO;19;Vicálvaro;1964,74
2021;julio;2;RESTO;20;San Blas - Canillejas;2404
2021;julio;2;RESTO;21;Barajas;768,74
2021;julio;2;ENVASES;3;Retiro;227,74
2021;julio;2;ENVASES;4;Salamanca;293,44
2021;julio;2;ENVASES;5;Chamartín;328,3
2021;julio;2;ENVASES;14;Moratalaz;235,88
2021;julio;2;ENVASES;15;Ciudad Lineal;539,76
2021;julio;2;ENVASES;16;Hortaleza;530,98
2021;julio;2;ENVASES;19;Vicálvaro;220,62
2021;julio;2;ENVASES;20;San Blas - Canillejas;421,46
2021;julio;2;ENVASES;21;Barajas;163,82
2021;julio;2;VIDRIO;3;Retiro;277,16
2021;julio;2;VIDRIO;4;Salamanca;201,72
2021;julio;2;VIDRIO;5;Chamartín;314,22
2021;julio;2;VIDRIO;14;Moratalaz;206,4
2021;julio;2;VIDRIO;15;Ciudad Lineal;163,88
2021;julio;2;VIDRIO;16;Hortaleza;116,06
2021;julio;2;VIDRIO;19;Vicálvaro;184,92
2021;julio;2;VIDRIO;20;San Blas - Canillejas;192,26
2021;julio;2;VIDRIO;21;Barajas;113,66
2021;julio;2;VIDRIO COMERCIAL;4;Salamanca;48,98
2021;julio;2;CLINICOS;3;Retiro;174,46
2021;julio;2;CLINICOS;4;Salamanca;107,46
2021;julio;2;CLINICOS;15;Ciudad Lineal;108,36
2021;julio;2;ORGANICA;3;Retiro;597,48
2021;julio;2;ORGANICA;4;Salamanca;797,54
2021;julio;2;ORGANICA;5;Chamartín;773,28
2021;julio;2;ORGANICA;14;Moratalaz;413,46
2021;julio;2;ORGANICA;15;Ciudad Lineal;1061,74
2021;julio;2;ORGANICA;16;Hortaleza;763,7
2021;julio;2;ORGANICA;19;Vicálvaro;102,62
2021;julio;2;ORGANICA;20;San Blas - Canillejas;748,88
2021;julio;2;ORGANICA;21;Barajas;353,98
2021;julio;2;PAPEL-CARTON;3;Retiro;229
2021;julio;2;PAPEL-CARTON;4;Salamanca;364,2
2021;julio;2;PAPEL-CARTON;5;Chamartín;278,53
2021;julio;2;PAPEL-CARTON;14;Moratalaz;95,6
2021;julio;2;PAPEL-CARTON;15;Ciudad Lineal;383,87
2021;julio;2;PAPEL-CARTON;16;Hortaleza;237,66
2021;julio;2;PAPEL-CARTON;19;Vicálvaro;79,44
2021;julio;2;PAPEL-CARTON;20;San Blas - Canillejas;298,36
2021;julio;2;PAPEL-CARTON;21;Barajas;59,39
2021;julio;2;CARTON COMERCIAL;3;Retiro;45,38
2021;julio;2;CARTON COMERCIAL;4;Salamanca;111,14
2021;julio;2;CARTON COMERCIAL;5;Chamartín;26,29
2021;julio;2;CARTON COMERCIAL;14;Moratalaz;12,94
2021;julio;2;CARTON COMERCIAL;15;Ciudad Lineal;44,96
2021;julio;2;CARTON COMERCIAL;16;Hortaleza;25,91
2021;julio;2;CARTON COMERCIAL;19;Vicálvaro;11,9
2021;julio;2;CARTON COMERCIAL;20;San Blas - Canillejas;20,9
2021;julio;2;CARTON COMERCIAL;21;Barajas;12
2021;julio;2;RCD;5;Chamartín;45,2
2021;julio;2;RCD;14;Moratalaz;176,64
2021;julio;2;RCD;15;Ciudad Lineal;170,995
2021;julio;2;RCD;16;Hortaleza;73,78
2021;julio;2;RCD;19;Vicálvaro;32,665
2021;julio;2;RCD;20;San Blas - Canillejas;46,375
2021;julio;2;RCD;21;Barajas;8,83
2021;julio;2;PUNTOS LIMPIOS;3;Retiro;3,88
2021;julio;2;PUNTOS LIMPIOS;5;Chamartín;112,04
2021;julio;2;PUNTOS LIMPIOS;14;Moratalaz;47,74
2021;julio;2;PUNTOS LIMPIOS;15;Ciudad Lineal;76,62
2021;julio;2;PUNTOS LIMPIOS;16;Hortaleza;83,56
2021;julio;2;PUNTOS LIMPIOS;19;Vicálvaro;32,38
2021;julio;2;PUNTOS LIMPIOS;20;San Blas - Canillejas;74,16
2021;julio;2;PUNTOS LIMPIOS;21;Barajas;39,5
2021;julio;3;RESTO;2;Arganzuela;1821,05
2021;julio;3;RESTO;11;Carabanchel;4259,31
2021;julio;3;RESTO;12;Usera;2134,67
2021;julio;3;RESTO;13;Puente de Vallecas;4020,59
2021;julio;3;RESTO;17;Villaverde;2506,29
2021;julio;3;RESTO;18;Villa de Vallecas;3236,66
2021;julio;3;ENVASES;2;Arganzuela;320
2021;julio;3;ENVASES;11;Carabanchel;743,28
2021;julio;3;ENVASES;12;Usera;392,36
2021;julio;3;ENVASES;13;Puente de Vallecas;781,34
2021;julio;3;ENVASES;17;Villaverde;488,46
2021;julio;3;ENVASES;18;Villa de Vallecas;302,82
2021;julio;3;VIDRIO;2;Arganzuela;240,3
2021;julio;3;VIDRIO;11;Carabanchel;273,82
2021;julio;3;VIDRIO;12;Usera;94,56
2021;julio;3;VIDRIO;13;Puente de Vallecas;183,04
2021;julio;3;VIDRIO;17;Villaverde;114,56
2021;julio;3;VIDRIO;18;Villa de Vallecas;102,9
2021;julio;3;VIDRIO COMERCIAL;13;Puente de Vallecas;3,06
2021;julio;3;CLINICOS;12;Usera;150,64
2021;julio;3;CLINICOS;13;Puente de Vallecas;36,16
2021;julio;3;ORGANICA;2;Arganzuela;582,26
2021;julio;3;ORGANICA;11;Carabanchel;1163,76
2021;julio;3;ORGANICA;12;Usera;530,4
2021;julio;3;ORGANICA;13;Puente de Vallecas;905,96
2021;julio;3;ORGANICA;17;Villaverde;681,72
2021;julio;3;ORGANICA;18;Villa de Vallecas;1533,1
2021;julio;3;PAPEL-CARTON;2;Arganzuela;345,58
2021;julio;3;PAPEL-CARTON;11;Carabanchel;282,78
2021;julio;3;PAPEL-CARTON;12;Usera;128,76
2021;julio;3;PAPEL-CARTON;13;Puente de Vallecas;241,84
2021;julio;3;PAPEL-CARTON;17;Villaverde;142,8
2021;julio;3;PAPEL-CARTON;18;Villa de Vallecas;134,34
2021;julio;3;CARTON COMERCIAL;2;Arganzuela;24,2
2021;julio;3;CARTON COMERCIAL;11;Carabanchel;26,08
2021;julio;3;CARTON COMERCIAL;12;Usera;14,9
2021;julio;3;CARTON COMERCIAL;13;Puente de Vallecas;15,82
2021;julio;3;CARTON COMERCIAL;17;Villaverde;11,56
2021;julio;3;PUNTOS LIMPIOS;2;Arganzuela;68,28
2021;julio;3;PUNTOS LIMPIOS;11;Carabanchel;42,16
2021;julio;3;PUNTOS LIMPIOS;12;Usera;40,32
2021;julio;3;PUNTOS LIMPIOS;13;Puente de Vallecas;40,66
2021;julio;3;PUNTOS LIMPIOS;17;Villaverde;41,06
2021;julio;3;PUNTOS LIMPIOS;18;Villa de Vallecas;96,14
2021;julio;3;ANIMALES MUERTOS;99;Sin Distrito;7,56
2021;agosto;1;RESTO;1;Centro;3010,14
2021;agosto;1;RESTO;6;Tetuán;2053,14
2021;agosto;1;RESTO;7;Chamberí;1403,28
2021;agosto;1;RESTO;8;Fuencarral - El Pardo;2597,4
2021;agosto;1;RESTO;9;Moncloa - Aravaca;2040,86
2021;agosto;1;RESTO;10;Latina;2808,64
2021;agosto;1;ENVASES;1;Centro;183,58
2021;agosto;1;ENVASES;6;Tetuán;276,56
2021;agosto;1;ENVASES;7;Chamberí;215,6
2021;agosto;1;ENVASES;8;Fuencarral - El Pardo;477,38
2021;agosto;1;ENVASES;9;Moncloa - Aravaca;209,46
2021;agosto;1;ENVASES;10;Latina;497,12
2021;agosto;1;VIDRIO;1;Centro;444,28
2021;agosto;1;VIDRIO;6;Tetuán;153,58
2021;agosto;1;VIDRIO;7;Chamberí;161,76
2021;agosto;1;VIDRIO;8;Fuencarral - El Pardo;315,3
2021;agosto;1;VIDRIO;9;Moncloa - Aravaca;140,76
2021;agosto;1;VIDRIO;10;Latina;139,48
2021;agosto;1;VIDRIO COMERCIAL;1;Centro;35,86
2021;agosto;1;CLINICOS;1;Centro;129,72
2021;agosto;1;CLINICOS;6;Tetuán;12,3
2021;agosto;1;CLINICOS;8;Fuencarral - El Pardo;254,36
2021;agosto;1;CLINICOS;9;Moncloa - Aravaca;203,8
2021;agosto;1;CLINICOS;10;Latina;17,6
2021;agosto;1;ORGANICA;1;Centro;678,34
2021;agosto;1;ORGANICA;6;Tetuán;632,52
2021;agosto;1;ORGANICA;7;Chamberí;506,08
2021;agosto;1;ORGANICA;8;Fuencarral - El Pardo;1060,56
2021;agosto;1;ORGANICA;9;Moncloa - Aravaca;611,1
2021;agosto;1;ORGANICA;10;Latina;1039,7
2021;agosto;1;PAPEL-CARTON;1;Centro;323,08
2021;agosto;1;PAPEL-CARTON;6;Tetuán;237,54
2021;agosto;1;PAPEL-CARTON;7;Chamberí;206,68
2021;agosto;1;PAPEL-CARTON;8;Fuencarral - El Pardo;488,35
2021;agosto;1;PAPEL-CARTON;9;Moncloa - Aravaca;152,61
2021;agosto;1;PAPEL-CARTON;10;Latina;238,22
2021;agosto;1;CARTON COMERCIAL;1;Centro;73,35
2021;agosto;1;CARTON COMERCIAL;6;Tetuán;31,12
2021;agosto;1;CARTON COMERCIAL;7;Chamberí;31,02
2021;agosto;1;CARTON COMERCIAL;8;Fuencarral - El Pardo;1,48
2021;agosto;1;CARTON COMERCIAL;9;Moncloa - Aravaca;4,94
2021;agosto;1;CARTON COMERCIAL;10;Latina;1
2021;agosto;1;RCD;1;Centro;118,56
2021;agosto;1;RCD;6;Tetuán;79,97
2021;agosto;1;RCD;7;Chamberí;63,835
2021;agosto;1;RCD;8;Fuencarral - El Pardo;136,565
2021;agosto;1;RCD;9;Moncloa - Aravaca;147,725
2021;agosto;1;RCD;10;Latina;113,175
2021;agosto;1;PUNTOS LIMPIOS;8;Fuencarral - El Pardo;120,24
2021;agosto;1;PUNTOS LIMPIOS;9;Moncloa - Aravaca;127,72
2021;agosto;1;PUNTOS LIMPIOS;10;Latina;93,16
2021;agosto;1;CAMA DE CABALLO;9;Moncloa - Aravaca;51,55
2021;agosto;2;RESTO;3;Retiro;1076,36
2021;agosto;2;RESTO;4;Salamanca;1559,24
2021;agosto;2;RESTO;5;Chamartín;1385,66
2021;agosto;2;RESTO;14;Moratalaz;981,58
2021;agosto;2;RESTO;15;Ciudad Lineal;2470,62
2021;agosto;2;RESTO;16;Hortaleza;2258,21
2021;agosto;2;RESTO;19;Vicálvaro;1297,52
2021;agosto;2;RESTO;20;San Blas - Canillejas;2012,32
2021;agosto;2;RESTO;21;Barajas;658,32
2021;agosto;2;ENVASES;3;Retiro;177,64
2021;agosto;2;ENVASES;4;Salamanca;216,54
2021;agosto;2;ENVASES;5;Chamartín;226,9
2021;agosto;2;ENVASES;14;Moratalaz;185,2
2021;agosto;2;ENVASES;15;Ciudad Lineal;491,78
2021;agosto;2;ENVASES;16;Hortaleza;414,08
2021;agosto;2;ENVASES;19;Vicálvaro;205,62
2021;agosto;2;ENVASES;20;San Blas - Canillejas;376,08
2021;agosto;2;ENVASES;21;Barajas;115,32
2021;agosto;2;VIDRIO;3;Retiro;173,58
2021;agosto;2;VIDRIO;4;Salamanca;146,68
2021;agosto;2;VIDRIO;5;Chamartín;212,72
2021;agosto;2;VIDRIO;14;Moratalaz;189,98
2021;agosto;2;VIDRIO;15;Ciudad Lineal;156,4
2021;agosto;2;VIDRIO;16;Hortaleza;101,2
2021;agosto;2;VIDRIO;19;Vicálvaro;144,76
2021;agosto;2;VIDRIO;20;San Blas - Canillejas;150,38
2021;agosto;2;VIDRIO;21;Barajas;61,9
2021;agosto;2;VIDRIO COMERCIAL;4;Salamanca;33,72
2021;agosto;2;CLINICOS;3;Retiro;150,58
2021;agosto;2;CLINICOS;4;Salamanca;77,3
2021;agosto;2;CLINICOS;15;Ciudad Lineal;87
2021;agosto;2;ORGANICA;3;Retiro;456,44
2021;agosto;2;ORGANICA;4;Salamanca;605,68
2021;agosto;2;ORGANICA;5;Chamartín;562,22
2021;agosto;2;ORGANICA;14;Moratalaz;338,96
2021;agosto;2;ORGANICA;15;Ciudad Lineal;889,2
2021;agosto;2;ORGANICA;16;Hortaleza;643,94
2021;agosto;2;ORGANICA;19;Vicálvaro;89,82
2021;agosto;2;ORGANICA;20;San Blas - Canillejas;630,64
2021;agosto;2;ORGANICA;21;Barajas;259,26
2021;agosto;2;PAPEL-CARTON;3;Retiro;172,5
2021;agosto;2;PAPEL-CARTON;4;Salamanca;261,74
2021;agosto;2;PAPEL-CARTON;5;Chamartín;215,31
2021;agosto;2;PAPEL-CARTON;14;Moratalaz;69,95
2021;agosto;2;PAPEL-CARTON;15;Ciudad Lineal;309,07
2021;agosto;2;PAPEL-CARTON;16;Hortaleza;182,41
2021;agosto;2;PAPEL-CARTON;19;Vicálvaro;63,72
2021;agosto;2;PAPEL-CARTON;20;San Blas - Canillejas;236,3
2021;agosto;2;PAPEL-CARTON;21;Barajas;56,86
2021;agosto;2;CARTON COMERCIAL;3;Retiro;18,63
2021;agosto;2;CARTON COMERCIAL;4;Salamanca;62,6
2021;agosto;2;CARTON COMERCIAL;5;Chamartín;19,21
2021;agosto;2;CARTON COMERCIAL;14;Moratalaz;1,1
2021;agosto;2;CARTON COMERCIAL;15;Ciudad Lineal;39,45
2021;agosto;2;CARTON COMERCIAL;16;Hortaleza;28,01
2021;agosto;2;CARTON COMERCIAL;19;Vicálvaro;9,55
2021;agosto;2;CARTON COMERCIAL;20;San Blas - Canillejas;12,07
2021;agosto;2;CARTON COMERCIAL;21;Barajas;2,34
2021;agosto;2;RCD;3;Retiro;122,4
2021;agosto;2;RCD;4;Salamanca;105,4
2021;agosto;2;RCD;5;Chamartín;151,64
2021;agosto;2;RCD;14;Moratalaz;86,33
2021;agosto;2;RCD;15;Ciudad Lineal;125,1
2021;agosto;2;RCD;16;Hortaleza;92,58
2021;agosto;2;RCD;19;Vicálvaro;11,3
2021;agosto;2;RCD;20;San Blas - Canillejas;29,58
2021;agosto;2;RCD;21;Barajas;13,34
2021;agosto;2;PUNTOS LIMPIOS;3;Retiro;3,8
2021;agosto;2;PUNTOS LIMPIOS;5;Chamartín;84,8
2021;agosto;2;PUNTOS LIMPIOS;14;Moratalaz;54,16
2021;agosto;2;PUNTOS LIMPIOS;15;Ciudad Lineal;60,7
2021;agosto;2;PUNTOS LIMPIOS;16;Hortaleza;64,6
2021;agosto;2;PUNTOS LIMPIOS;19;Vicálvaro;25,2
2021;agosto;2;PUNTOS LIMPIOS;20;San Blas - Canillejas;56,7
2021;agosto;2;PUNTOS LIMPIOS;21;Barajas;34,62
2021;agosto;3;RESTO;2;Arganzuela;1568,78
2021;agosto;3;RESTO;11;Carabanchel;3449,9
2021;agosto;3;RESTO;12;Usera;2003,9
2021;agosto;3;RESTO;13;Puente de Vallecas;3609,92
2021;agosto;3;RESTO;17;Villaverde;2099,36
2021;agosto;3;RESTO;18;Villa de Vallecas;2532,26
2021;agosto;3;ENVASES;2;Arganzuela;261,92
2021;agosto;3;ENVASES;11;Carabanchel;643,04
2021;agosto;3;ENVASES;12;Usera;368,28
2021;agosto;3;ENVASES;13;Puente de Vallecas;749,82
2021;agosto;3;ENVASES;17;Villaverde;398,98
2021;agosto;3;ENVASES;18;Villa de Vallecas;258,2
2021;agosto;3;VIDRIO;2;Arganzuela;219,28
2021;agosto;3;VIDRIO;11;Carabanchel;225,42
2021;agosto;3;VIDRIO;12;Usera;56,06
2021;agosto;3;VIDRIO;13;Puente de Vallecas;189,12
2021;agosto;3;VIDRIO;17;Villaverde;144,08
